traj_id,frame,x,y
32,4,,
32,5,,
32,6,,
32,7,,
32,8,,
32,9,,
33,0,0.4414715719063545,29.899665551839465
33,1,,
33,2,,
33,3,,
33,4,,
33,5,,
33,6,,
33,7,,
33,8,,
33,9,,
34,0,0.5585284280936454,29.899665551839465
34,1,,
34,2,,
34,3,,
34,4,,
34,5,,
34,6,,
34,7,,
34,8,,
34,9,,
35,0,0.3110367892976589,31.906354515050168
35,1,,
35,2,,
35,3,,
35,4,,
35,5,,
35,6,,
35,7,,
35,8,,
35,9,,
36,0,0.6889632107023411,31.906354515050168
36,1,,
36,2,,
36,3,,
36,4,,
36,5,,
36,6,,
36,7,,
36,8,,
36,9,,
37,0,0.4414715719063545,45.15050167224081
37,1,,
37,2,,
37,3,,
37,4,,
37,5,,
37,6,,
37,7,,
37,8,,
37,9,,
38,0,0.5585284280936454,45.15050167224081
38,1,,
38,2,,
38,3,,
38,4,,
38,5,,
38,6,,
38,7,,
38,8,,
38,9,,
39,0,,
39,1,0.4013377926421405,5.819397993311037
39,2,,
39,3,,
39,4,,
39,5,,
39,6,,
39,7,,
39,8,,
39,9,,
40,0,,
40,1,0.5986622073578595,5.819397993311037
40,2,,
40,3,,
40,4,,
40,5,,
40,6,,
40,7,,
40,8,,
40,9,,
41,0,,
41,1,0.34448160535117056,6.0200668896321075
41,2,0.3210702341137124,6.020066889632108
41,3,,
41,4,,
41,5,,
41,6,,
41,7,,
41,8,,
41,9,,
42,0,,
42,1,0.6555183946488294,6.0200668896321075
42,2,0.6789297658862876,6.020066889632108
42,3,,
42,4,,
42,5,,
42,6,,
42,7,,
42,8,,
42,9,,
43,0,,
43,1,0.31438127090301005,6.2207357859531776
43,2,,
43,3,,
43,4,,
43,5,,
43,6,,
43,7,,
43,8,,
43,9,,
44,0,,
44,1,0.68561872909699,6.2207357859531776
44,2,,
44,3,,
44,4,,
44,5,,
44,6,,
44,7,,
44,8,,
44,9,,
45,0,,
45,1,0.2909698996655518,6.622073578595318
45,2,,
45,3,,
45,4,,
45,5,,
45,6,,
45,7,,
45,8,,
45,9,,
46,0,,
46,1,0.7090301003344481,6.622073578595318
46,2,,
46,3,,
46,4,,
46,5,,
46,6,,
46,7,,
46,8,,
46,9,,
47,0,,
47,1,0.36789297658862874,7.4247491638796
47,2,,
47,3,,
47,4,,
47,5,,
47,6,,
47,7,,
47,8,,
47,9,,
48,0,,
48,1,0.6321070234113713,7.4247491638796
48,2,,
48,3,,
48,4,,
48,5,,
48,6,,
48,7,,
48,8,,
48,9,,
49,0,,
49,1,0.4013377926421405,10.434782608695652
49,2,,
49,3,,
49,4,,
49,5,,
49,6,,
49,7,,
49,8,,
49,9,,
50,0,,
50,1,0.5986622073578595,10.434782608695652
50,2,,
50,3,,
50,4,,
50,5,,
50,6,,
50,7,,
50,8,,
50,9,,
51,0,,
51,1,0.3277591973244147,10.836120401337793
51,2,,
51,3,,
51,4,,
51,5,,
51,6,,
51,7,,
51,8,,
51,9,,
52,0,,
52,1,0.6722408026755853,10.836120401337793
52,2,,
52,3,,
52,4,,
52,5,,
52,6,,
52,7,,
52,8,,
52,9,,
53,0,,
53,1,0.294314381270903,11.036789297658864
53,2,,
53,3,,
53,4,,
53,5,,
53,6,,
53,7,,
53,8,,
53,9,,
54,0,,
54,1,0.705685618729097,11.036789297658864
54,2,,
54,3,,
54,4,,
54,5,,
54,6,,
54,7,,
54,8,,
54,9,,
55,0,,
55,1,0.3210702341137124,11.237458193979933
55,2,,
55,3,,
55,4,,
55,5,,
55,6,,
55,7,,
55,8,,
55,9,,
56,0,,
56,1,0.6789297658862876,11.237458193979933
56,2,,
56,3,,
56,4,,
56,5,,
56,6,,
56,7,,
56,8,,
56,9,,
57,0,,
57,1,0.391304347826087,11.638795986622075
57,2,,
57,3,,
57,4,,
57,5,,
57,6,,
57,7,,
57,8,,
57,9,,
58,0,,
58,1,0.6086956521739131,11.638795986622075
58,2,,
58,3,,
58,4,,
58,5,,
58,6,,
58,7,,
58,8,,
58,9,,
59,0,,
59,1,0.3979933110367893,14.046822742474916
59,2,,
59,3,,
59,4,,
59,5,,
59,6,,
59,7,,
59,8,,
59,9,,
60,0,,
60,1,0.6020066889632107,14.046822742474916
60,2,,
60,3,,
60,4,,
60,5,,
60,6,,
60,7,,
60,8,,
60,9,,
61,0,,
61,1,0.2909698996655518,14.648829431438127
61,2,,
61,3,,
61,4,,
61,5,,
61,6,,
61,7,,
61,8,,
61,9,,
62,0,,
62,1,0.3110367892976589,14.648829431438127
62,2,,
62,3,,
62,4,,
62,5,,
62,6,,
62,7,,
62,8,,
62,9,,
63,0,,
63,1,0.6889632107023411,14.648829431438127
63,2,,
63,3,,
63,4,,
63,5,,
63,6,,
63,7,,
63,8,,
63,9,,
64,0,,
64,1,0.7090301003344481,14.648829431438127
64,2,,
64,3,,
64,4,,
64,5,,
64,6,,
64,7,,
64,8,,
64,9,,
65,0,,
65,1,0.2909698996655518,17.65886287625418
65,2,,
65,3,,
65,4,,
65,5,,
65,6,,
65,7,,
65,8,,
65,9,,
66,0,,
66,1,0.7090301003344481,17.65886287625418
66,2,,
66,3,,
66,4,,
66,5,,
66,6,,
66,7,,
66,8,,
66,9,,
67,0,,
67,1,0.4080267558528428,21.070234113712374
67,2,,
67,3,,
67,4,,
67,5,,
67,6,,
67,7,,
67,8,,
67,9,,
68,0,,
68,1,0.5919732441471571,21.070234113712374
68,2,,
68,3,,
68,4,,
68,5,,
68,6,,
68,7,,
68,8,,
68,9,,
69,0,,
69,1,0.4615384615384615,22.876254180602007
69,2,,
69,3,,
69,4,,
69,5,,
69,6,,
69,7,,
69,8,,
69,9,,
70,0,,
70,1,0.5384615384615384,22.876254180602007
70,2,,
70,3,,
70,4,,
70,5,,
70,6,,
70,7,,
70,8,,
70,9,,
71,0,,
71,1,0.2909698996655518,23.27759197324415
71,2,,
71,3,,
71,4,,
71,5,,
71,6,,
71,7,,
71,8,,
71,9,,
72,0,,
72,1,0.7090301003344481,23.27759197324415
72,2,,
72,3,,
72,4,,
72,5,,
72,6,,
72,7,,
72,8,,
72,9,,
73,0,,
73,1,0.2909698996655518,25.88628762541806
73,2,,
73,3,,
73,4,,
73,5,,
73,6,,
73,7,,
73,8,,
73,9,,
74,0,,
74,1,0.7090301003344481,25.88628762541806
74,2,,
74,3,,
74,4,,
74,5,,
74,6,,
74,7,,
74,8,,
74,9,,
75,0,,
75,1,0.3110367892976589,28.494983277591974
75,2,,
75,3,,
75,4,,
75,5,,
75,6,,
75,7,,
75,8,,
75,9,,
76,0,,
76,1,0.6889632107023411,28.494983277591974
76,2,,
76,3,,
76,4,,
76,5,,
76,6,,
76,7,,
76,8,,
76,9,,
77,0,,
77,1,0.43478260869565216,28.896321070234116
77,2,,
77,3,,
77,4,,
77,5,,
77,6,,
77,7,,
77,8,,
77,9,,
78,0,,
78,1,0.5652173913043478,28.896321070234116
78,2,,
78,3,,
78,4,,
78,5,,
78,6,,
78,7,,
78,8,,
78,9,,
79,0,,
79,1,0.3110367892976589,30.90301003344482
79,2,,
79,3,,
79,4,,
79,5,,
79,6,,
79,7,,
79,8,,
79,9,,
80,0,,
80,1,0.6889632107023411,30.90301003344482
80,2,,
80,3,,
80,4,,
80,5,,
80,6,,
80,7,,
80,8,,
80,9,,
81,0,,
81,1,0.41471571906354515,46.5551839464883
81,2,,
81,3,,
81,4,,
81,5,,
81,6,,
81,7,,
81,8,,
81,9,,
82,0,,
82,1,0.5852842809364548,46.5551839464883
82,2,,
82,3,,
82,4,,
82,5,,
82,6,,
82,7,,
82,8,,
82,9,,
83,0,,
83,1,0.45484949832775917,52.374581939799334
83,2,,
83,3,,
83,4,,
83,5,,
83,6,,
83,7,,
83,8,,
83,9,,
84,0,,
84,1,0.5451505016722408,52.374581939799334
84,2,,
84,3,,
84,4,,
84,5,,
84,6,,
84,7,,
84,8,,
84,9,,
85,0,,
85,1,0.294314381270903,56.38795986622074
85,2,,
85,3,,
85,4,,
85,5,,
85,6,,
85,7,,
85,8,,
85,9,,
86,0,,
86,1,0.705685618729097,56.38795986622074
86,2,,
86,3,,
86,4,,
86,5,,
86,6,,
86,7,,
86,8,,
86,9,,
87,0,,
87,1,,
87,2,0.40468227424749165,4.816053511705686
87,3,,
87,4,,
87,5,,
87,6,,
87,7,,
87,8,,
87,9,,
88,0,,
88,1,,
88,2,0.5953177257525083,4.816053511705686
88,3,,
88,4,,
88,5,,
88,6,,
88,7,,
88,8,,
88,9,,
89,0,,
89,1,,
89,2,0.34448160535117056,5.016722408026756
89,3,0.3210702341137124,5.016722408026755
89,4,,
89,5,,
89,6,,
89,7,,
89,8,,
89,9,,
90,0,,
90,1,,
90,2,0.6555183946488294,5.016722408026756
90,3,0.6789297658862876,5.016722408026755
90,4,,
90,5,,
90,6,,
90,7,,
90,8,,
90,9,,
91,0,,
91,1,,
91,2,0.31438127090301005,5.217391304347826
91,3,,
91,4,,
91,5,,
91,6,,
91,7,,
91,8,,
91,9,,
92,0,,
92,1,,
92,2,0.68561872909699,5.217391304347826
92,3,,
92,4,,
92,5,,
92,6,,
92,7,,
92,8,,
92,9,,
93,0,,
93,1,,
93,2,0.2909698996655518,5.618729096989966
93,3,,
93,4,,
93,5,,
93,6,,
93,7,,
93,8,,
93,9,,
94,0,,
94,1,,
94,2,0.7090301003344481,5.618729096989966
94,3,,
94,4,,
94,5,,
94,6,,
94,7,,
94,8,,
94,9,,
95,0,,
95,1,,
95,2,0.36789297658862874,6.421404682274247
95,3,,
95,4,,
95,5,,
95,6,,
95,7,,
95,8,,
95,9,,
96,0,,
96,1,,
96,2,0.6321070234113713,6.421404682274247
96,3,,
96,4,,
96,5,,
96,6,,
96,7,,
96,8,,
96,9,,
97,0,,
97,1,,
97,2,0.4013377926421405,9.431438127090301
97,3,,
97,4,,
97,5,,
97,6,,
97,7,,
97,8,,
97,9,,
98,0,,
98,1,,
98,2,0.5986622073578595,9.431438127090301
98,3,,
98,4,,
98,5,,
98,6,,
98,7,,
98,8,,
98,9,,
99,0,,
99,1,,
99,2,0.3277591973244147,9.832775919732441
99,3,,
99,4,,
99,5,,
99,6,,
99,7,,
99,8,,
99,9,,
100,0,,
100,1,,
100,2,0.6722408026755853,9.832775919732441
100,3,,
100,4,,
100,5,,
100,6,,
100,7,,
100,8,,
100,9,,
101,0,,
101,1,,
101,2,0.2909698996655518,10.033444816053512
101,3,,
101,4,,
101,5,,
101,6,,
101,7,,
101,8,,
101,9,,
102,0,,
102,1,,
102,2,0.7090301003344481,10.033444816053512
102,3,,
102,4,,
102,5,,
102,6,,
102,7,,
102,8,,
102,9,,
103,0,,
103,1,,
103,2,0.3210702341137124,10.234113712374581
103,3,,
103,4,,
103,5,,
103,6,,
103,7,,
103,8,,
103,9,,
104,0,,
104,1,,
104,2,0.6789297658862876,10.234113712374581
104,3,,
104,4,,
104,5,,
104,6,,
104,7,,
104,8,,
104,9,,
105,0,,
105,1,,
105,2,0.3879598662207358,10.635451505016723
105,3,,
105,4,,
105,5,,
105,6,,
105,7,,
105,8,,
105,9,,
106,0,,
106,1,,
106,2,0.6120401337792643,10.635451505016723
106,3,,
106,4,,
106,5,,
106,6,,
106,7,,
106,8,,
106,9,,
107,0,,
107,1,,
107,2,0.3979933110367893,13.043478260869566
107,3,,
107,4,,
107,5,,
107,6,,
107,7,,
107,8,,
107,9,,
108,0,,
108,1,,
108,2,0.6020066889632107,13.043478260869566
108,3,,
108,4,,
108,5,,
108,6,,
108,7,,
108,8,,
108,9,,
109,0,,
109,1,,
109,2,0.3210702341137124,13.444816053511706
109,3,,
109,4,,
109,5,,
109,6,,
109,7,,
109,8,,
109,9,,
110,0,,
110,1,,
110,2,0.6789297658862876,13.444816053511706
110,3,,
110,4,,
110,5,,
110,6,,
110,7,,
110,8,,
110,9,,
111,0,,
111,1,,
111,2,0.2909698996655518,13.645484949832776
111,3,,
111,4,,
111,5,,
111,6,,
111,7,,
111,8,,
111,9,,
112,0,,
112,1,,
112,2,0.7090301003344481,13.645484949832776
112,3,,
112,4,,
112,5,,
112,6,,
112,7,,
112,8,,
112,9,,
113,0,,
113,1,,
113,2,0.2909698996655518,16.65551839464883
113,3,,
113,4,,
113,5,,
113,6,,
113,7,,
113,8,,
113,9,,
114,0,,
114,1,,
114,2,0.3110367892976589,16.65551839464883
114,3,,
114,4,,
114,5,,
114,6,,
114,7,,
114,8,,
114,9,,
115,0,,
115,1,,
115,2,0.6889632107023411,16.65551839464883
115,3,,
115,4,,
115,5,,
115,6,,
115,7,,
115,8,,
115,9,,
116,0,,
116,1,,
116,2,0.7090301003344481,16.65551839464883
116,3,,
116,4,,
116,5,,
116,6,,
116,7,,
116,8,,
116,9,,
117,0,,
117,1,,
117,2,0.40468227424749165,20.066889632107024
117,3,,
117,4,,
117,5,,
117,6,,
117,7,,
117,8,,
117,9,,
118,0,,
118,1,,
118,2,0.5953177257525083,20.066889632107024
118,3,,
118,4,,
118,5,,
118,6,,
118,7,,
118,8,,
118,9,,
119,0,,
119,1,,
119,2,0.47157190635451507,21.872909698996658
119,3,,
119,4,,
119,5,,
119,6,,
119,7,,
119,8,,
119,9,,
120,0,,
120,1,,
120,2,0.5284280936454849,21.872909698996658
120,3,,
120,4,,
120,5,,
120,6,,
120,7,,
120,8,,
120,9,,
121,0,,
121,1,,
121,2,0.2909698996655518,22.274247491638796
121,3,,
121,4,,
121,5,,
121,6,,
121,7,,
121,8,,
121,9,,
122,0,,
122,1,,
122,2,0.7090301003344481,22.274247491638796
122,3,,
122,4,,
122,5,,
122,6,,
122,7,,
122,8,,
122,9,,
123,0,,
123,1,,
123,2,0.2909698996655518,24.88294314381271
123,3,,
123,4,,
123,5,,
123,6,,
123,7,,
123,8,,
123,9,,
124,0,,
124,1,,
124,2,0.7090301003344481,24.88294314381271
124,3,,
124,4,,
124,5,,
124,6,,
124,7,,
124,8,,
124,9,,
125,0,,
125,1,,
125,2,0.3879598662207358,27.29096989966555
125,3,,
125,4,,
125,5,,
125,6,,
125,7,,
125,8,,
125,9,,
126,0,,
126,1,,
126,2,0.6120401337792643,27.29096989966555
126,3,,
126,4,,
126,5,,
126,6,,
126,7,,
126,8,,
126,9,,
127,0,,
127,1,,
127,2,0.431438127090301,27.892976588628763
127,3,,
127,4,,
127,5,,
127,6,,
127,7,,
127,8,,
127,9,,
128,0,,
128,1,,
128,2,0.568561872909699,27.892976588628763
128,3,,
128,4,,
128,5,,
128,6,,
128,7,,
128,8,,
128,9,,
129,0,,
129,1,,
129,2,0.3110367892976589,29.899665551839465
129,3,,
129,4,,
129,5,,
129,6,,
129,7,,
129,8,,
129,9,,
130,0,,
130,1,,
130,2,0.6889632107023411,29.899665551839465
130,3,,
130,4,,
130,5,,
130,6,,
130,7,,
130,8,,
130,9,,
131,0,,
131,1,,
131,2,0.4180602006688963,30.100334448160538
131,3,,
131,4,,
131,5,,
131,6,,
131,7,,
131,8,,
131,9,,
132,0,,
132,1,,
132,2,0.5819397993311036,30.100334448160538
132,3,,
132,4,,
132,5,,
132,6,,
132,7,,
132,8,,
132,9,,
133,0,,
133,1,,
133,2,0.294314381270903,36.72240802675585
133,3,,
133,4,,
133,5,,
133,6,,
133,7,,
133,8,,
133,9,,
134,0,,
134,1,,
134,2,0.705685618729097,36.72240802675585
134,3,,
134,4,,
134,5,,
134,6,,
134,7,,
134,8,,
134,9,,
135,0,,
135,1,,
135,2,0.45819397993311034,43.1438127090301
135,3,,
135,4,,
135,5,,
135,6,,
135,7,,
135,8,,
135,9,,
136,0,,
136,1,,
136,2,0.5418060200668896,43.1438127090301
136,3,,
136,4,,
136,5,,
136,6,,
136,7,,
136,8,,
136,9,,
137,0,,
137,1,,
137,2,0.4648829431438127,51.37123745819398
137,3,,
137,4,,
137,5,,
137,6,,
137,7,,
137,8,,
137,9,,
138,0,,
138,1,,
138,2,0.5351170568561873,51.37123745819398
138,3,,
138,4,,
138,5,,
138,6,,
138,7,,
138,8,,
138,9,,
139,0,,
139,1,,
139,2,,
139,3,0.40468227424749165,3.8127090301003346
139,4,,
139,5,,
139,6,,
139,7,,
139,8,,
139,9,,
140,0,,
140,1,,
140,2,,
140,3,0.5953177257525083,3.8127090301003346
140,4,,
140,5,,
140,6,,
140,7,,
140,8,,
140,9,,
141,0,,
141,1,,
141,2,,
141,3,0.34782608695652173,4.013377926421405
141,4,0.3210702341137124,4.013377926421406
141,5,,
141,6,,
141,7,,
141,8,,
141,9,,
142,0,,
142,1,,
142,2,,
142,3,0.6521739130434783,4.013377926421405
142,4,0.6789297658862876,4.013377926421406
142,5,,
142,6,,
142,7,,
142,8,,
142,9,,
143,0,,
143,1,,
143,2,,
143,3,0.31438127090301005,4.214046822742475
143,4,,
143,5,,
143,6,,
143,7,,
143,8,,
143,9,,
144,0,,
144,1,,
144,2,,
144,3,0.68561872909699,4.214046822742475
144,4,,
144,5,,
144,6,,
144,7,,
144,8,,
144,9,,
145,0,,
145,1,,
145,2,,
145,3,0.2909698996655518,4.615384615384616
145,4,,
145,5,,
145,6,,
145,7,,
145,8,,
145,9,,
146,0,,
146,1,,
146,2,,
146,3,0.7090301003344481,4.615384615384616
146,4,,
146,5,,
146,6,,
146,7,,
146,8,,
146,9,,
147,0,,
147,1,,
147,2,,
147,3,0.36454849498327757,5.418060200668897
147,4,,
147,5,,
147,6,,
147,7,,
147,8,,
147,9,,
148,0,,
148,1,,
148,2,,
148,3,0.6354515050167224,5.418060200668897
148,4,,
148,5,,
148,6,,
148,7,,
148,8,,
148,9,,
149,0,,
149,1,,
149,2,,
149,3,0.40468227424749165,8.42809364548495
149,4,,
149,5,,
149,6,,
149,7,,
149,8,,
149,9,,
150,0,,
150,1,,
150,2,,
150,3,0.5953177257525083,8.42809364548495
150,4,,
150,5,,
150,6,,
150,7,,
150,8,,
150,9,,
151,0,,
151,1,,
151,2,,
151,3,0.3311036789297659,8.62876254180602
151,4,,
151,5,,
151,6,,
151,7,,
151,8,,
151,9,,
152,0,,
152,1,,
152,2,,
152,3,0.6688963210702341,8.62876254180602
152,4,,
152,5,,
152,6,,
152,7,,
152,8,,
152,9,,
153,0,,
153,1,,
153,2,,
153,3,0.2909698996655518,9.03010033444816
153,4,,
153,5,,
153,6,,
153,7,,
153,8,,
153,9,,
154,0,,
154,1,,
154,2,,
154,3,0.7090301003344481,9.03010033444816
154,4,,
154,5,,
154,6,,
154,7,,
154,8,,
154,9,,
155,0,,
155,1,,
155,2,,
155,3,0.3210702341137124,9.230769230769232
155,4,,
155,5,,
155,6,,
155,7,,
155,8,,
155,9,,
156,0,,
156,1,,
156,2,,
156,3,0.6789297658862876,9.230769230769232
156,4,,
156,5,,
156,6,,
156,7,,
156,8,,
156,9,,
157,0,,
157,1,,
157,2,,
157,3,0.3879598662207358,9.632107023411372
157,4,,
157,5,,
157,6,,
157,7,,
157,8,,
157,9,,
158,0,,
158,1,,
158,2,,
158,3,0.6120401337792643,9.632107023411372
158,4,,
158,5,,
158,6,,
158,7,,
158,8,,
158,9,,
159,0,,
159,1,,
159,2,,
159,3,0.4013377926421405,12.040133779264215
159,4,,
159,5,,
159,6,,
159,7,,
159,8,,
159,9,,
160,0,,
160,1,,
160,2,,
160,3,0.5986622073578595,12.040133779264215
160,4,,
160,5,,
160,6,,
160,7,,
160,8,,
160,9,,
161,0,,
161,1,,
161,2,,
161,3,0.3210702341137124,12.441471571906355
161,4,,
161,5,,
161,6,,
161,7,,
161,8,,
161,9,,
162,0,,
162,1,,
162,2,,
162,3,0.6789297658862876,12.441471571906355
162,4,,
162,5,,
162,6,,
162,7,,
162,8,,
162,9,,
163,0,,
163,1,,
163,2,,
163,3,0.2909698996655518,12.642140468227424
163,4,,
163,5,,
163,6,,
163,7,,
163,8,,
163,9,,
164,0,,
164,1,,
164,2,,
164,3,0.7090301003344481,12.642140468227424
164,4,,
164,5,,
164,6,,
164,7,,
164,8,,
164,9,,
165,0,,
165,1,,
165,2,,
165,3,0.36789297658862874,13.043478260869566
165,4,,
165,5,,
165,6,,
165,7,,
165,8,,
165,9,,
166,0,,
166,1,,
166,2,,
166,3,0.6321070234113713,13.043478260869566
166,4,,
166,5,,
166,6,,
166,7,,
166,8,,
166,9,,
167,0,,
167,1,,
167,2,,
167,3,0.3846153846153846,15.250836120401338
167,4,,
167,5,,
167,6,,
167,7,,
167,8,,
167,9,,
168,0,,
168,1,,
168,2,,
168,3,0.6153846153846154,15.250836120401338
168,4,,
168,5,,
168,6,,
168,7,,
168,8,,
168,9,,
169,0,,
169,1,,
169,2,,
169,3,0.2909698996655518,15.652173913043477
169,4,,
169,5,,
169,6,,
169,7,,
169,8,,
169,9,,
170,0,,
170,1,,
170,2,,
170,3,0.7090301003344481,15.652173913043477
170,4,,
170,5,,
170,6,,
170,7,,
170,8,,
170,9,,
171,0,,
171,1,,
171,2,,
171,3,0.4013377926421405,19.06354515050167
171,4,,
171,5,,
171,6,,
171,7,,
171,8,,
171,9,,
172,0,,
172,1,,
172,2,,
172,3,0.5986622073578595,19.06354515050167
172,4,,
172,5,,
172,6,,
172,7,,
172,8,,
172,9,,
173,0,,
173,1,,
173,2,,
173,3,0.4882943143812709,20.869565217391305
173,4,,
173,5,,
173,6,,
173,7,,
173,8,,
173,9,,
174,0,,
174,1,,
174,2,,
174,3,0.5117056856187291,20.869565217391305
174,4,,
174,5,,
174,6,,
174,7,,
174,8,,
174,9,,
175,0,,
175,1,,
175,2,,
175,3,0.2909698996655518,21.270903010033447
175,4,,
175,5,,
175,6,,
175,7,,
175,8,,
175,9,,
176,0,,
176,1,,
176,2,,
176,3,0.7090301003344481,21.270903010033447
176,4,,
176,5,,
176,6,,
176,7,,
176,8,,
176,9,,
177,0,,
177,1,,
177,2,,
177,3,0.2909698996655518,23.879598662207357
177,4,,
177,5,,
177,6,,
177,7,,
177,8,,
177,9,,
178,0,,
178,1,,
178,2,,
178,3,0.7090301003344481,23.879598662207357
178,4,,
178,5,,
178,6,,
178,7,,
178,8,,
178,9,,
179,0,,
179,1,,
179,2,,
179,3,0.4280936454849498,28.494983277591974
179,4,,
179,5,,
179,6,,
179,7,,
179,8,,
179,9,,
180,0,,
180,1,,
180,2,,
180,3,0.5719063545150501,28.494983277591974
180,4,,
180,5,,
180,6,,
180,7,,
180,8,,
180,9,,
181,0,,
181,1,,
181,2,,
181,3,0.47157190635451507,42.14046822742475
181,4,,
181,5,,
181,6,,
181,7,,
181,8,,
181,9,,
182,0,,
182,1,,
182,2,,
182,3,0.5284280936454849,42.14046822742475
182,4,,
182,5,,
182,6,,
182,7,,
182,8,,
182,9,,
183,0,,
183,1,,
183,2,,
183,3,0.48494983277591974,50.36789297658863
183,4,,
183,5,,
183,6,,
183,7,,
183,8,,
183,9,,
184,0,,
184,1,,
184,2,,
184,3,0.5150501672240803,50.36789297658863
